example_id,conversation_id,brand,primary_intent,primary_intent_name,secondary_intent,secondary_intent_name,difficulty,response_type,customer_message,expected_behavior,gold_response_guidance,reference_support_response,source_reference,split
golden_028,conv_340510,AmazonHelp,missing_delivered_package,Missing Delivered Package,,,easy,resolution,"I had guaranteed delivery for today, was sitting right by my front door at said time of delivery, yet got notification [1/2]","Acknowledge delivery discrepancy, advise checking safe spots, mailroom, and neighbors, and offer carrier inquiry or replacement next steps if still not found.","Must acknowledge package marked as delivered; advise checking porch, mailroom, or neighbors; refrain from guaranteeing immediate reshipment without verification.",I'm sorry your items weren't delivered. Have you had a chance to reach out to the carrier?,test/amazon_resolution_pairs_test.jsonl#pair_0012414,test
golden_029,conv_89342,AmazonHelp,missing_delivered_package,Missing Delivered Package,,,medium,resolution,my package never showed up but it's marked as delivered. I have no option to replace. Is there a waiting window?,"Acknowledge delivery discrepancy, advise checking safe spots, mailroom, and neighbors, and offer carrier inquiry or replacement next steps if still not found.","Must acknowledge package marked as delivered; advise checking porch, mailroom, or neighbors; refrain from guaranteeing immediate reshipment without verification.",Hello Nicole! Is the item sold directly by Amazon or a seller? You can find more info here on locating parcels that are showed as delivered: <URL>,test/amazon_resolution_pairs_test.jsonl#pair_0002584,test
golden_030,conv_2130897,AmazonHelp,missing_delivered_package,Missing Delivered Package,,,medium,clarification,"Dear , can you please tell your delivery team that is not okay to open someone's front door, without ringing the doorbell, dropping the delivery in our hall and leaving. Disgusting disrespect. Trespassing. Not happy!","Acknowledge delivery discrepancy, advise checking safe spots, mailroom, and neighbors, and offer carrier inquiry or replacement next steps if still not found.","Must acknowledge package marked as delivered; advise checking porch, mailroom, or neighbors; refrain from guaranteeing immediate reshipment without verification.",So sorry this happened! We have many couriers. Can you please tell us which courier was responsible for this delivery?,test/amazon_clarification_pairs_test.jsonl#pair_0062745,test
golden_031,conv_2298417,AmazonHelp,missing_delivered_package,Missing Delivered Package,,,easy,resolution,Second package that says it was delivered but wasn’t #pissed,"Acknowledge delivery discrepancy, advise checking safe spots, mailroom, and neighbors, and offer carrier inquiry or replacement next steps if still not found.","Must acknowledge package marked as delivered; advise checking porch, mailroom, or neighbors; refrain from guaranteeing immediate reshipment without verification.",Oh no! I'm sorry that your package hasn't been located. Who's the carrier? Please also check out these tips: <URL>,test/amazon_resolution_pairs_test.jsonl#pair_0067255,test
golden_032,conv_979538,AmazonHelp,missing_delivered_package,Missing Delivered Package,,,hard,escalation,No I do not :( says delivered direct to customer but I was not in last night??,"Acknowledge delivery discrepancy, advise checking safe spots, mailroom, and neighbors, and offer carrier inquiry or replacement next steps if still not found.","Must acknowledge package marked as delivered; advise checking porch, mailroom, or neighbors; refrain from guaranteeing immediate reshipment without verification.",Please get in touch via phone or chat here: <URL> and we'll investigate this for you.,test/amazon_escalation_pairs_test.jsonl#pair_0035110,test
golden_033,conv_637297,AmazonHelp,missing_delivered_package,Missing Delivered Package,,,easy,resolution,"Aye fam, it’s been bout 36 hours. My package says delivered but I do not have it, mailbox been checked, box office been checked <URL>","Acknowledge delivery discrepancy, advise checking safe spots, mailroom, and neighbors, and offer carrier inquiry or replacement next steps if still not found.","Must acknowledge package marked as delivered; advise checking porch, mailroom, or neighbors; refrain from guaranteeing immediate reshipment without verification.","Oh no! I'm sorry you haven't received your package! Let take a look into this in real-time. When you can, please reach out to us here: <URL>",test/amazon_resolution_pairs_test.jsonl#pair_0024396,test
golden_034,conv_309931,AmazonHelp,missing_delivered_package,Missing Delivered Package,,,medium,resolution,I just want to make sure my order hasn’t arrived instead of being stolen.,"Acknowledge delivery discrepancy, advise checking safe spots, mailroom, and neighbors, and offer carrier inquiry or replacement next steps if still not found.","Must acknowledge package marked as delivered; advise checking porch, mailroom, or neighbors; refrain from guaranteeing immediate reshipment without verification.","Unforeseen circumstances may arise causing delays. If the order doesn't arrive by the new delivery date, please let us know.",test/amazon_resolution_pairs_test.jsonl#pair_0010730,test
golden_035,conv_1248712,AmazonHelp,missing_delivered_package,Missing Delivered Package,returns_and_refunds,Returns & Refunds,hard,escalation,order no. 171-3098713-1137162 Is marked as delivered but it is not delivered yet. Pls cancel it and refund the amount,"Acknowledge delivery discrepancy, advise checking safe spots, mailroom, and neighbors, and offer carrier inquiry or replacement next steps if still not found.","Must acknowledge package marked as delivered; advise checking porch, mailroom, or neighbors; refrain from guaranteeing immediate reshipment without verification.",Please share your details here: <URL> and I'll get in touch with you. 2/3,test/amazon_escalation_pairs_test.jsonl#pair_0043264,test
golden_036,conv_447223,AmazonHelp,missing_delivered_package,Missing Delivered Package,prime_membership,Amazon Prime & Subscriptions,hard,resolution,"HELP! has once again stolen money from my family and I! Claiming I've signed up to their stupid ""prime"" membership! NEVER DID SUCH A THING! The way they do business is DIRTY! THIEVES! NEVER SIGN UP FOR PRIME! EVER!!!! #ThursdayThoughts <URL>","Acknowledge delivery discrepancy, advise checking safe spots, mailroom, and neighbors, and offer carrier inquiry or replacement next steps if still not found.","Must acknowledge package marked as delivered; advise checking porch, mailroom, or neighbors; refrain from guaranteeing immediate reshipment without verification.","We're sorry for the frustration. Were you able to cancel the Prime membership? If not, you can do so here: <URL>",test/amazon_resolution_pairs_test.jsonl#pair_0017631,test
golden_037,conv_437851,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,resolution,"Ordered on Oct 10, 2017 (405-0503267-5750730) been waiting for months for the refund, indeed pathetic service","Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,"Sorry to know you're yet to receive your refund, definitely not what we want our customers to experience. I'd like to take a closer look into this, please share your details here: <URL> I'll look into it. 1/2",test/amazon_resolution_pairs_test.jsonl#pair_0017096,test
golden_038,conv_652129,AmazonHelp,returns_and_refunds,Returns & Refunds,prime_membership,Amazon Prime & Subscriptions,hard,escalation,Hello! I canceled my Amazon prime on September 23rd and was told I would get the refund on my card in 3-5 days and it's still not there. Help?,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,Thanks for reaching out! We'd like to look into this with you by phone or chat. When you have a moment please get in touch with us here: <URL>,test/amazon_escalation_pairs_test.jsonl#pair_0024863,test
golden_039,conv_1235528,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,I will now have to go to Argos and buy one tomorrow as I can’t risk any more delay. Product will therefore be returned straight back. 2/2,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,"We'd like to go over your optios with you, please contact 
 us here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0042841,test
golden_040,conv_318274,AmazonHelp,returns_and_refunds,Returns & Refunds,,,easy,resolution,Returning the whole thing?,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,You will need to return the whole thing. Have you need in touch here: <URL> ?,test/amazon_resolution_pairs_test.jsonl#pair_0011279,test
golden_041,conv_2311268,AmazonHelp,returns_and_refunds,Returns & Refunds,payment_and_billing,"Payment, Charges & Billing",hard,clarification,you've charged me £42 for a replacement after you already confirmed receipt of original from me. Why have I been charged?!,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,This isn't what we'd expect! Have you had the chance to speak with us via phone so that we may investigate this together?,test/amazon_clarification_pairs_test.jsonl#pair_0067913,test
golden_042,conv_2890556,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,When I was adding mny there was no clearification that money cant be credited back to bank a/c I hve lost my mney I don't buy anythng frm u,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,I get you being upset. Kindly fill in your details here: <URL> we'd like to take a closer look at the issue.,test/amazon_escalation_pairs_test.jsonl#pair_0084774,test
golden_043,conv_2521817,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,"I have already emailed about it twice, and got told to return it for a refund 🤷‍♀️🤷‍♀️if it had been delivered I wouldn't need a refund 😂","Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,"We'd like to look into this issue for you! As detailed as possible, please provide your order information for us here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0074001,test
golden_044,conv_47927,AmazonHelp,returns_and_refunds,Returns & Refunds,,,easy,resolution,"exp 10.27 arrived in PR 10.25 returned 10.28
no new tracking info by even after inquiring to about it within the time frame","Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,I'm so sorry for the frustrating experience. Have you received a confirmation of the refund request via e-mail?,test/amazon_resolution_pairs_test.jsonl#pair_0001376,test
golden_045,conv_2623942,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,But he said it cud only be replaced but your money cannot be refunded. And wat good is rplcmnt to me if i still cant use the it.,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,"I'm sorry for the order trouble! We want to help, have you checked for your options here: <URL>",test/amazon_escalation_pairs_test.jsonl#pair_0077045,test
golden_046,conv_1041217,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,Non sense. Amazon sent me jewellery without hallmark with other defects. Now not taking return even i initiated return widin 30min of dlvry,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,Please share your details here: <URL> and I'll get in touch with you. 2/2,test/amazon_escalation_pairs_test.jsonl#pair_0046777,test
golden_047,conv_2612335,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,"oMy return request for product to be picked up is not done track I'd is 
57905536765 please respond call me at 8331833232","Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,"Apologies for the delayed pickup. May I know if you have reported this to our support team here: <URL>
Also, Please don’t provide your order details as we consider them to be personal information. Our Twitter page is visible to public.",test/amazon_escalation_pairs_test.jsonl#pair_0076746,test
golden_048,conv_2415996,AmazonHelp,returns_and_refunds,Returns & Refunds,,,hard,escalation,Yesterday I bought a camera. It was a mistake. I dnt want it. Please refund it instead of replacement.,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,Have you reached out to our support team here: <URL> for assistance on it?,test/amazon_escalation_pairs_test.jsonl#pair_0070974,test
golden_049,conv_2513427,AmazonHelp,returns_and_refunds,Returns & Refunds,,,easy,resolution,I ordered 2 books for my sister in Canada that haven't shown up. Ordered 11th Oct... How do I get a refund ?,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,"Hi, sorry to hear that. What's the current status of the tracking: <URL>",test/amazon_resolution_pairs_test.jsonl#pair_0073784,test
golden_050,conv_579817,AmazonHelp,returns_and_refunds,Returns & Refunds,,,easy,resolution,I have logged this through my account as you suggested. In the meantime I’ll try not to cut myself packing it up to send it back to you <URL>,"Explain return procedure and refund timeline clearly, provide link to Online Returns Center, and clarify that funds are returned to original payment method upon return processing.",Guide customer to Online Returns Center; state standard refund processing window (typically 3-5 business days after receipt); avoid stating a refund has already posted.,"Hi, after speaking with us directly, were you asked to return this broken item?",test/amazon_resolution_pairs_test.jsonl#pair_0022790,test
